api_context,name,method,path,summary,description,tags,roles,path_parameters,request_body,response_body,error_codes,route_pattern,source_file
v4_0_0,createDirectDebit,POST,/banks/BANK_ID/accounts/ACCOUNT_ID/VIEW_ID/direct-debit,Create Direct Debit,Create direct debit for an account. ,DirectDebit; Account,,BANK_ID; ACCOUNT_ID; VIEW_ID,,,BankNotFound; BankAccountNotFound; CustomerNotFound; UserNotFound; UnknownError; CounterpartyNotFound,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ViewId(viewId) :: ""direct-debit"" :: Nil",APIMethods400.scala
v4_0_0,createDirectDebitManagement,POST,/management/banks/BANK_ID/accounts/ACCOUNT_ID/direct-debit,Create Direct Debit (management),Create direct debit for an account. ,DirectDebit; Account,CreateDirectDebitAtOneBank,BANK_ID; ACCOUNT_ID,,,BankNotFound; BankAccountNotFound; CustomerNotFound; UserNotFound; UnknownError; CounterpartyNotFound,"""management"" :: ""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ""direct-debit"" :: Nil",APIMethods400.scala
v4_0_0,createStandingOrder,POST,/banks/BANK_ID/accounts/ACCOUNT_ID/VIEW_ID/standing-order,Create Standing Order,"Create standing order for an account. when -> frequency = {‘YEARLY’,’MONTHLY, ‘WEEKLY’, ‘BI-WEEKLY’, DAILY’} when -> detail = { ‘FIRST_MONDAY’, ‘FIRST_DAY’, ‘LAST_DAY’}} ",StandingOrder; Account,,BANK_ID; ACCOUNT_ID; VIEW_ID,,,BankNotFound; BankAccountNotFound; CustomerNotFound; UserNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ViewId(viewId) :: ""standing-order"" :: Nil",APIMethods400.scala
v4_0_0,createStandingOrderManagement,POST,/management/banks/BANK_ID/accounts/ACCOUNT_ID/standing-order,Create Standing Order (management),"Create standing order for an account. when -> frequency = {‘YEARLY’,’MONTHLY, ‘WEEKLY’, ‘BI-WEEKLY’, DAILY’} when -> detail = { ‘FIRST_MONDAY’, ‘FIRST_DAY’, ‘LAST_DAY’}} ",StandingOrder; Account,CreateStandingOrderAtOneBank,BANK_ID; ACCOUNT_ID,,,BankNotFound; BankAccountNotFound; CustomerNotFound; UserNotFound; UnknownError,"""management"" :: ""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ""standing-order"" :: Nil",APIMethods400.scala
v4_0_0,createUserWithAccountAccess,POST,/banks/BANK_ID/accounts/ACCOUNT_ID/user-account-access,Create (DAuth) User with Account Access,"This endpoint is used as part of the DAuth solution to grant access to account and transaction data to a smart contract on the blockchain. Put the smart contract address in username For provider use ""dauth"" This endpoint will create the (DAuth) User with username and provider if the User does not already exist. ${userAuthenticationMessage(true)} and the logged in user needs to be account holder. For information about DAuth see below: ${getGlossaryItem(""DAuth"")} ",Account; User; AccountAccess; DAuth; View; OwnerRequired,,BANK_ID; ACCOUNT_ID,,,,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ""user-account-access"" :: Nil",APIMethods400.scala
v4_0_0,revokeUserAccessToView,POST,/banks/BANK_ID/accounts/ACCOUNT_ID/account-access/revoke,Revoke User access to View,Revoke the User identified by USER_ID access to the view identified by VIEW_ID. ${userAuthenticationMessage(true)} and the user needs to be account holder. ,Account; User; AccountAccess; View; OwnerRequired,,BANK_ID; ACCOUNT_ID,,,UserNotFound; SystemViewNotFound; ViewNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ""account-access"" :: ""revoke"" :: Nil",APIMethods400.scala
v4_0_0,createCustomerAttribute,POST,/banks/BANK_ID/customers/CUSTOMER_ID/attribute,Create Customer Attribute,"Create Customer Attribute The type field must be one of ""STRING"", ""INTEGER"", ""DOUBLE"" or DATE_WITH_DAY"" ${userAuthenticationMessage(true)} ",Customer,CreateCustomerAttributeAtAnyBank; CreateCustomerAttributeAtOneBank,BANK_ID; CUSTOMER_ID,,,BankNotFound; UnknownError,"""banks"" :: bankId :: ""customers"" :: customerId :: ""attribute"" :: Nil",APIMethods400.scala
v4_0_0,updateCustomerAttribute,PUT,/banks/BANK_ID/customers/CUSTOMER_ID/attributes/CUSTOMER_ATTRIBUTE_ID,Update Customer Attribute,Update Customer Attribute ${userAuthenticationMessage(true)} ,Customer,UpdateCustomerAttributeAtAnyBank; UpdateCustomerAttributeAtOneBank,BANK_ID; CUSTOMER_ATTRIBUTE_ID; CUSTOMER_ID,,,BankNotFound; UnknownError,"""banks"" :: bankId :: ""customers"" :: customerId :: ""attributes"" :: customerAttributeId :: Nil",APIMethods400.scala
v4_0_0,getCustomerAttributes,GET,/banks/BANK_ID/customers/CUSTOMER_ID/attributes,Get Customer Attributes,Get Customer Attributes ${userAuthenticationMessage(true)} ,Customer,GetCustomerAttributesAtAnyBank; GetCustomerAttributesAtOneBank,BANK_ID; CUSTOMER_ID,,,BankNotFound; UnknownError,"""banks"" :: bankId :: ""customers"" :: customerId :: ""attributes"" :: Nil",APIMethods400.scala
v4_0_0,getCustomerAttributeById,GET,/banks/BANK_ID/customers/CUSTOMER_ID/attributes/ATTRIBUTE_ID,Get Customer Attribute By Id,Get Customer Attribute By Id ${userAuthenticationMessage(true)} ,Customer,GetCustomerAttributeAtOneBank; GetCustomerAttributeAtAnyBank,BANK_ID; ATTRIBUTE_ID; CUSTOMER_ID,,,BankNotFound; UnknownError,N/A,APIMethods400.scala
v4_0_0,getCustomersByAttributes,GET,/banks/BANK_ID/customers,Get Customers by ATTRIBUTES,Gets the Customers specified by attributes URL params example: /banks/some-bank-id/customers?name=John&age=8 URL params example: /banks/some-bank-id/customers?&limit=50&offset=1 ,,GetCustomer,BANK_ID,,,,"""banks"" :: BankId(bankId) :: ""customers"" :: Nil",APIMethods400.scala
v4_0_0,createTransactionAttribute,POST,/banks/BANK_ID/accounts/ACCOUNT_ID/transactions/TRANSACTION_ID/attribute,Create Transaction Attribute,"Create Transaction Attribute The type field must be one of ""STRING"", ""INTEGER"", ""DOUBLE"" or DATE_WITH_DAY"" ${userAuthenticationMessage(true)} ",Transaction,CreateTransactionAttributeAtOneBank,BANK_ID; ACCOUNT_ID; TRANSACTION_ID,,,BankNotFound; BankAccountNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ""transactions"" :: TransactionId(transactionId) :: ""attribute"" :: Nil",APIMethods400.scala
v4_0_0,updateTransactionAttribute,PUT,/banks/BANK_ID/accounts/ACCOUNT_ID/transactions/TRANSACTION_ID/attributes/ACCOUNT_ATTRIBUTE_ID,Update Transaction Attribute,Update Transaction Attribute ${userAuthenticationMessage(true)} ,Transaction,UpdateTransactionAttributeAtOneBank,BANK_ID; ACCOUNT_ID; TRANSACTION_ID; ACCOUNT_ATTRIBUTE_ID,,,BankNotFound; BankAccountNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ""transactions"" :: TransactionId(transactionId) :: ""attributes"" :: transactionAttributeId :: Nil",APIMethods400.scala
v4_0_0,getTransactionAttributes,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/transactions/TRANSACTION_ID/attributes,Get Transaction Attributes,Get Transaction Attributes ${userAuthenticationMessage(true)} ,Transaction,GetTransactionAttributesAtOneBank,BANK_ID; ACCOUNT_ID; TRANSACTION_ID,,,BankNotFound; BankAccountNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ""transactions"" :: TransactionId(transactionId) :: ""attributes"" :: Nil",APIMethods400.scala
v4_0_0,getTransactionAttributeById,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/transactions/TRANSACTION_ID/attributes/ATTRIBUTE_ID,Get Transaction Attribute By Id,Get Transaction Attribute By Id ${userAuthenticationMessage(true)} ,Transaction,GetTransactionAttributeAtOneBank,BANK_ID; ATTRIBUTE_ID; ACCOUNT_ID; TRANSACTION_ID,,,BankNotFound; BankAccountNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) ::  ""transactions"" :: TransactionId(transactionId) :: ""attributes"" :: transactionAttributeId :: Nil",APIMethods400.scala
v4_0_0,createHistoricalTransactionAtBank,POST,/banks/BANK_ID/management/historical/transactions,Create Historical Transactions ," Create historical transactions at one Bank Use this endpoint to create transactions between any two accounts at the same bank. From account and to account must be at the same bank. Example: { ""from_account_id"": ""1ca8a7e4-6d02-48e3-a029-0b2bf89de9f0"", ""to_account_id"": ""2ca8a7e4-6d02-48e3-a029-0b2bf89de9f0"", ""value"": { ""currency"": ""GBP"", ""amount"": ""10"" }, ""description"": ""this is for work"", ""posted"": ""2017-09-19T02:31:05Z"", ""completed"": ""2017-09-19T02:31:05Z"", ""type"": ""SANDBOX_TAN"", ""charge_policy",TransactionRequest,CreateHistoricalTransactionAtBank,BANK_ID,,,AccountNotFound; BankNotFound; CounterpartyNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""management""  :: ""historical"" :: ""transactions"" :: Nil",APIMethods400.scala
v4_0_0,getTransactionRequest,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/VIEW_ID/transaction-requests/TRANSACTION_REQUEST_ID,Get Transaction Request.,"Returns transaction request for transaction specified by TRANSACTION_REQUEST_ID and for account specified by ACCOUNT_ID at bank specified by BANK_ID. The VIEW_ID specified must be 'owner' and the user must have access to this view. Version 2.0.0 now returns charge information. Transaction Requests serve to initiate transactions that may or may not proceed. They contain information including: * Transaction Request Id * Type * Status (INITIATED, COMPLETED) * Challenge (in order to confirm the requ",,,BANK_ID; ACCOUNT_ID; TRANSACTION_REQUEST_ID; VIEW_ID,transactionRequestWithChargeJSON210,transactionRequestWithChargeJSON210,BankNotFound; BankAccountNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ViewId(viewId) :: ""transaction-requests"" :: TransactionRequestId(requestId) :: Nil",APIMethods400.scala
v4_0_0,getPrivateAccountsAtOneBank,GET,/banks/BANK_ID/accounts,Get Accounts at Bank, Returns the list of accounts at BANK_ID that the user has access to. For each account the API returns the account ID and the views available to the user.. Each account must have at least one private View. optional request parameters for filter with attributes URL params example: /banks/some-bank-id/accounts?&limit=50&offset=1 ,PublicData; Account; PrivateData,,BANK_ID,basicAccountsJSON,,BankNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: Nil",APIMethods400.scala
v4_0_0,getCustomersAtAnyBank,GET,/customers,Get Customers at Any Bank,Get Customers at Any Bank. ${userAuthenticationMessage(true)} ,Customer; User,GetCustomersAtAnyBank,,,,UserCustomerLinksNotFound; UnknownError,"case ""customers"" :: Nil JsonGet",APIMethods400.scala
v4_0_0,getCustomersMinimalAtAnyBank,GET,/customers-minimal,Get Customers Minimal at Any Bank,Get Customers Minimal at Any Bank. ${userAuthenticationMessage(true)} ,Customer; User,GetCustomersMinimalAtAnyBank,,,,UserCustomerLinksNotFound; UnknownError,"case ""customers-minimal"" :: Nil JsonGet",APIMethods400.scala
v4_0_0,getScopes,GET,/consumers/CONSUMER_ID/scopes,Get Scopes for Consumer,Get all the scopes for an consumer specified by CONSUMER_ID ${userAuthenticationMessage(true)} ,Scope; Consumer,,CONSUMER_ID,createScopeJSONs,,EntitlementNotFound; ConsumerNotFound; UnknownError,"""consumers"" :: uuidOfConsumer :: ""scopes"" :: Nil",APIMethods400.scala
v4_0_0,addScope,POST,/consumers/CONSUMER_ID/scopes,Create Scope for a Consumer,"Create Scope. Grant Role to Consumer. Scopes are used to grant System or Bank level roles to the Consumer (App). (For Account level privileges, see Views) For a System level Role (.e.g CanGetAnyUser), set bank_id to an empty string i.e. ""bank_id"":"""" For a Bank level Role (e.g. CanCreateAccount), set bank_id to a valid value e.g. ""bank_id"":""my-bank-id"" ",Scope; Consumer,CreateScopeAtOneBank; CreateScopeAtAnyBank,CONSUMER_ID,SwaggerDefinitionsJSON,,ConsumerNotFound; UnknownError,"""consumers"" :: consumerId :: ""scopes"" :: Nil",APIMethods400.scala
v4_0_0,deleteCustomerAttribute,DELETE,/banks/BANK_ID/CUSTOMER_ID/attributes/CUSTOMER_ATTRIBUTE_ID,Delete Customer Attribute,Delete Customer Attribute $customerAttributeGeneralInfo Delete a Customer Attribute by its id. ${userAuthenticationMessage(true)} ,Customer,DeleteCustomerAttributeAtOneBank; DeleteCustomerAttributeAtAnyBank,BANK_ID; CUSTOMER_ATTRIBUTE_ID; CUSTOMER_ID,,,BankNotFound; UnknownError,"""banks"" :: bankId :: ""customers"" :: ""attributes"" :: customerAttributeId :: Nil",APIMethods400.scala
v4_0_0,createDynamicEndpoint,POST,/management/dynamic-endpoints,Create Dynamic Endpoint,"Create dynamic endpoints. Create dynamic endpoints with one json format swagger content. If the host of swagger is `dynamic_entity`, then you need link the swagger fields to the dynamic entity fields, please check `Endpoint Mapping` endpoints. If the host of swagger is `obp_mock`, every dynamic endpoint will return example response of swagger,\n when create MethodRouting for given dynamic endpoint, it will be routed to given url. ",Api; ManageDynamicEndpoint,CreateDynamicEndpoint,,,,UnknownError,"""management"" :: ""dynamic-endpoints"" :: Nil",APIMethods400.scala
v4_0_0,createBankLevelDynamicEndpoint,POST,/management/banks/BANK_ID/dynamic-endpoints,Create Bank Level Dynamic Endpoint,"Create dynamic endpoints. Create dynamic endpoints with one json format swagger content. If the host of swagger is `dynamic_entity`, then you need link the swagger fields to the dynamic entity fields, please check `Endpoint Mapping` endpoints. If the host of swagger is `obp_mock`, every dynamic endpoint will return example response of swagger,\n when create MethodRouting for given dynamic endpoint, it will be routed to given url. ",Api; ManageDynamicEndpoint,CreateBankLevelDynamicEndpoint; CreateDynamicEndpoint,BANK_ID,,,BankNotFound; UnknownError,"""management"" :: ""banks"" :: BankId(bankId) ::""dynamic-endpoints"" :: Nil",APIMethods400.scala
v4_0_0,updateDynamicEndpointHost,PUT,/management/dynamic-endpoints/DYNAMIC_ENDPOINT_ID/host, Update Dynamic Endpoint Host,"Update dynamic endpoint Host. The value can be obp_mock, dynamic_entity, or some service url. ",Api; ManageDynamicEndpoint,UpdateDynamicEndpoint,DYNAMIC_ENDPOINT_ID,,,UnknownError; DynamicEntityNotFound,"""management"" :: ""dynamic-endpoints"" :: dynamicEndpointId :: ""host"" :: Nil",APIMethods400.scala
v4_0_0,updateBankLevelDynamicEndpointHost,PUT,/management/banks/BANK_ID/dynamic-endpoints/DYNAMIC_ENDPOINT_ID/host, Update Bank Level Dynamic Endpoint Host,"Update Bank Level dynamic endpoint Host. The value can be obp_mock, dynamic_entity, or some service url. ",Api; ManageDynamicEndpoint,UpdateBankLevelDynamicEndpoint; UpdateDynamicEndpoint,BANK_ID; DYNAMIC_ENDPOINT_ID,,,BankNotFound; UnknownError; DynamicEntityNotFound,"""management"" :: ""banks"" :: bankId :: ""dynamic-endpoints"" :: dynamicEndpointId :: ""host"" :: Nil",APIMethods400.scala
v4_0_0,getDynamicEndpoint,GET,/management/dynamic-endpoints/DYNAMIC_ENDPOINT_ID,Get Dynamic Endpoint,"Get a Dynamic Endpoint. Get one DynamicEndpoint, ",Api; ManageDynamicEndpoint,GetDynamicEndpoint,DYNAMIC_ENDPOINT_ID,,,DynamicEndpointNotFound; UnknownError,"""management"" :: ""dynamic-endpoints"" :: dynamicEndpointId :: Nil",APIMethods400.scala
v4_0_0,getDynamicEndpoints,GET,/management/dynamic-endpoints, Get Dynamic Endpoints, Get Dynamic Endpoints. ,,GetDynamicEndpoints,,,,,"""management"" :: ""dynamic-endpoints"" :: Nil",APIMethods400.scala
v4_0_0,getBankLevelDynamicEndpoint,GET,/management/banks/BANK_ID/dynamic-endpoints/DYNAMIC_ENDPOINT_ID, Get Bank Level Dynamic Endpoint,Get a Bank Level Dynamic Endpoint. ,Api; ManageDynamicEndpoint,GetBankLevelDynamicEndpoint; GetDynamicEndpoint,BANK_ID; DYNAMIC_ENDPOINT_ID,,,BankNotFound; DynamicEndpointNotFound; UnknownError,"""management"" :: ""banks"" :: bankId :: ""dynamic-endpoints"" :: dynamicEndpointId :: Nil",APIMethods400.scala
